mouse_id,session_id,asset_path,source_sha256,status,rejection_reason,n_behavior_trials,n_valid_behavior_trials,n_aligned_trials,n_rewarded,n_stochastic_omission,separation_mean,separation_ci_low,separation_ci_high,separation_auc,quality_pass
BSD016,p118,sub-BSD016/sub-BSD016_ses-p118.nwb,7d978cce7024ef52af4941753529c1c183b15c0e0d33c9f1ddd709e104840ff5,truncated,photometry contains only 30 samples,992,990,0,0,0,nan,nan,nan,nan,False
BSD016,p119,sub-BSD016/sub-BSD016_ses-p119.nwb,62b10f3a027a1efef092711ad0770791d202677e4d60a7c0b64c6c86e24ce357,truncated,photometry contains only 40 samples,802,797,0,0,0,nan,nan,nan,nan,False
BSD017,p153,sub-BSD017/sub-BSD017_ses-p153.nwb,b6cd366a0041c2189701dac340c6113b692f80729a4a704a46997a653f4bf9c1,substantive,,790,789,789,458,153,0.9412195030612739,0.8028451445530909,1.0796623924319426,0.7890373034220967,True
BSD017,p154,sub-BSD017/sub-BSD017_ses-p154.nwb,34e9c8cfe01f0013b2c6e0cd539b8bcb4d9ff6a15912aff0ddd6aa0ba8aa608c,substantive,,749,744,744,408,136,1.1366261499011014,0.9591651002879734,1.3109555881208825,0.8040477220299884,True
BSD017,p155,sub-BSD017/sub-BSD017_ses-p155.nwb,82bdafd230d41bbbd6981162c7e7bdce5022b3fdf5e608a08ceae92f26bc6617,behavior_only,one or both photometry channels are absent,464,463,0,0,0,nan,nan,nan,nan,False
BSD017,p156,sub-BSD017/sub-BSD017_ses-p156.nwb,7875622abe6db41a2ccc2cd53362167cd20ab5eedb0e86ce02277ca18897a19d,substantive,,1013,1010,1010,552,168,0.8973222279040681,0.7695345119857703,1.0189196137598975,0.794168391994479,True
BSD017,p157,sub-BSD017/sub-BSD017_ses-p157.nwb,11d25b9a4fd90c263d2f474bb60ddac811cebe8c5a03ddfc880a1e2b2c0593b1,substantive,,819,819,819,485,134,0.124091304130897,0.11194124939568485,0.13668934748226796,0.8803815971687952,True
BSD017,p158,sub-BSD017/sub-BSD017_ses-p158.nwb,e472d0232466419c0e22cd09309f5280e66f141860568f96201072c586e8f5dd,behavior_only,one or both photometry channels are absent,736,734,0,0,0,nan,nan,nan,nan,False
BSD017,p159,sub-BSD017/sub-BSD017_ses-p159.nwb,bf95c62c1fb908b3e05a1afa3ec9c45eebfa5ec2a318df9261a84ef14424f94d,substantive,,854,851,851,469,139,0.6067600164081031,0.4754252770111182,0.7381730183964902,0.7178751668175055,True
BSD017,p160,sub-BSD017/sub-BSD017_ses-p160.nwb,984697943743ed25a376a4f6ca2c036441c01328cf9f36480121cdcec038bd91,substantive,,844,844,844,443,144,0.8921736753476043,0.7334368053770329,1.0475283218018858,0.75590983195385,True
BSD017,p161,sub-BSD017/sub-BSD017_ses-p161.nwb,1b3afc373343f4e22fcdfb454082da73cd803da996910c69f58d493e128d8203,behavior_only,one or both photometry channels are absent,731,728,0,0,0,nan,nan,nan,nan,False
BSD017,p162,sub-BSD017/sub-BSD017_ses-p162.nwb,6e0cfa47f5cee6fda640a1d5bebce1cd3a3084d6a579c230dd18ccb5e89622ee,substantive,,959,958,958,506,173,0.49198556444642794,0.3639482496877845,0.6197865795691111,0.6544472114967215,True
BSD017,p163,sub-BSD017/sub-BSD017_ses-p163.nwb,ccd6cb1c619d2d1651296ac444ab8cbdb7215f82d221d48955bcc6f4e52024ed,substantive,,956,955,955,532,188,0.8670128431380357,0.7299520453490436,1.0022341638128434,0.7633178691409375,True
BSD017,p164,sub-BSD017/sub-BSD017_ses-p164.nwb,c8935d7d461dd24ffd394dae5504b4c08b2715df86291f4f67ffaa36dcf97f13,behavior_only,one or both photometry channels are absent,651,650,0,0,0,nan,nan,nan,nan,False
BSD017,p167,sub-BSD017/sub-BSD017_ses-p167.nwb,2bdc1aeac53009129da37164f13ea132aca7a425e691810838d0b7368ef4cf7f,behavior_only,one or both photometry channels are absent,723,722,0,0,0,nan,nan,nan,nan,False
BSD019,p139,sub-BSD019/sub-BSD019_ses-p139.nwb,8dd9176bd02610aefbf4130f17dfa652faa10eb66c365ec98dc303799979ebba,substantive,,600,592,592,281,97,2.485950705238153,2.2723666792268578,2.6978888661595883,0.9343654840958286,True
BSD019,p140,sub-BSD019/sub-BSD019_ses-p140.nwb,e9d6b3b42622178572f0e1ce29ffa6bafeb1ad1a7fe135ac166e17d4084da54b,substantive,,1185,1182,1182,649,203,1.4654367648180036,1.3734543022872168,1.5593585804489187,0.9219564771873363,True
BSD019,p141,sub-BSD019/sub-BSD019_ses-p141.nwb,08b6daf08bd449b624dc215b27a610f94e7a6606049f1d5f67c9d35acea190b2,behavior_only,one or both photometry channels are absent,788,788,0,0,0,nan,nan,nan,nan,False
BSD019,p142,sub-BSD019/sub-BSD019_ses-p142.nwb,82504c1b60552b6a04d5c93dc47ed5efde773437d0b1140d4f2e803f126ad6b5,substantive,,997,995,995,570,191,1.8733858640262544,1.7585786075506409,1.986577029695444,0.9334435565353173,True
BSD019,p143,sub-BSD019/sub-BSD019_ses-p143.nwb,edf3ee3f6cbab2a81f440bc3f1ba73c6765c09d3e94e1cf63215b0e024524fba,substantive,,974,974,974,575,172,1.068897814336015,1.0078146502571799,1.1299420763996295,0.9553185035389282,True
BSD019,p144,sub-BSD019/sub-BSD019_ses-p144.nwb,cd0d17c2a410f1ff133414837cb1607271ce50cf2e1d8a165ea1b3e1c6dd5ca4,behavior_only,one or both photometry channels are absent,786,785,0,0,0,nan,nan,nan,nan,False
BSD019,p145,sub-BSD019/sub-BSD019_ses-p145.nwb,ede150aeca76633a0599e286fcb4d43d7e681928c40b8c016e05517abfa49244,substantive,,983,980,980,612,167,1.941166010936352,1.8223048555278718,2.0562074310886147,0.9449043090290008,True
BSD019,p146,sub-BSD019/sub-BSD019_ses-p146.nwb,2324bc357db95b5dcbe86c2b6346a2b83191284fd98c5e79006533b05321a892,substantive,,1078,1076,1076,652,188,0.8769808176974239,0.8141752589707321,0.9399400524979852,0.9073309620154026,True
BSD019,p147,sub-BSD019/sub-BSD019_ses-p147.nwb,0dc987e026c65bd9ae7d9d3b6fe2e2357fbc9faa5f7a595eec3a87ca9827a85f,behavior_only,one or both photometry channels are absent,851,850,0,0,0,nan,nan,nan,nan,False
BSD019,p148,sub-BSD019/sub-BSD019_ses-p148.nwb,3b1b1442aed811a1f6986c027d7128b41f9c804ec4ad7fe4c19678d245564120,substantive,,1080,1079,1070,625,195,1.9218110972288192,1.8110630349244758,2.0316327328502197,0.9379282051282052,True
BSD019,p150,sub-BSD019/sub-BSD019_ses-p150.nwb,bd892e5f7dca8ea7465761e72ff90393714f7e917fe781009172699148649ada,substantive,,1034,1032,1032,620,188,0.7425838618445808,0.6902887523855704,0.7939494535188997,0.9292210020590254,True
BSD019,p151,sub-BSD019/sub-BSD019_ses-p151.nwb,3ecff483503f2a9c5ef9f50bcfbd6b6f35a189bb5d3c48ec0b3ff5b96bf1d432,behavior_only,one or both photometry channels are absent,1081,1081,0,0,0,nan,nan,nan,nan,False
BSD019,p152,sub-BSD019/sub-BSD019_ses-p152.nwb,bd7d582ef7df6d443111b2c5f30254159af37dbf2fcbb1718f3853160ee58625,substantive,,974,973,973,549,184,2.025765740425003,1.9103896323950444,2.1371572915018895,0.9595905599113012,True
BSD019,p153,sub-BSD019/sub-BSD019_ses-p153.nwb,ec055e28cc560d2a952c367bf401ccdae2f6bca8bbf200ea770b66cec1386b16,substantive,,744,741,741,456,127,1.7182280663975769,1.569873402211488,1.862934596965676,0.9132822213012847,True
