mouse_id,session_id,asset_path,source_sha256,status,rejection_reason,n_behavior_trials,n_valid_behavior_trials,n_aligned_trials,n_rewarded,n_stochastic_omission,separation_mean,separation_ci_low,separation_ci_high,separation_auc,quality_pass
BSD019,p143,sub-BSD019/sub-BSD019_ses-p143.nwb,edf3ee3f6cbab2a81f440bc3f1ba73c6765c09d3e94e1cf63215b0e024524fba,substantive,,974,974,974,575,172,1.105238874916643,1.0421372178098705,1.1689171267623355,0.9549342770475228,True
BSD019,p144,sub-BSD019/sub-BSD019_ses-p144.nwb,cd0d17c2a410f1ff133414837cb1607271ce50cf2e1d8a165ea1b3e1c6dd5ca4,behavior_only,one or both photometry channels are absent,786,785,0,0,0,nan,nan,nan,nan,False
BSD019,p145,sub-BSD019/sub-BSD019_ses-p145.nwb,ede150aeca76633a0599e286fcb4d43d7e681928c40b8c016e05517abfa49244,substantive,,983,980,980,612,167,2.002144884174932,1.878956664884072,2.1209950634305352,0.9443074635043638,True
BSD019,p146,sub-BSD019/sub-BSD019_ses-p146.nwb,2324bc357db95b5dcbe86c2b6346a2b83191284fd98c5e79006533b05321a892,substantive,,1078,1076,1076,652,188,0.9000125237451404,0.8363340692832049,0.9642044553431389,0.9092481399295131,True
BSD019,p147,sub-BSD019/sub-BSD019_ses-p147.nwb,0dc987e026c65bd9ae7d9d3b6fe2e2357fbc9faa5f7a595eec3a87ca9827a85f,behavior_only,one or both photometry channels are absent,851,850,0,0,0,nan,nan,nan,nan,False
BSD019,p148,sub-BSD019/sub-BSD019_ses-p148.nwb,3b1b1442aed811a1f6986c027d7128b41f9c804ec4ad7fe4c19678d245564120,substantive,,1080,1079,1070,625,195,1.9829104399163486,1.8677884745035658,2.095936473410178,0.9377641025641026,True
BSD019,p150,sub-BSD019/sub-BSD019_ses-p150.nwb,bd892e5f7dca8ea7465761e72ff90393714f7e917fe781009172699148649ada,substantive,,1034,1032,1032,620,188,0.7483603975310446,0.6955199568557027,0.800294110416136,0.929178105696637,True
BSD019,p151,sub-BSD019/sub-BSD019_ses-p151.nwb,3ecff483503f2a9c5ef9f50bcfbd6b6f35a189bb5d3c48ec0b3ff5b96bf1d432,behavior_only,one or both photometry channels are absent,1081,1081,0,0,0,nan,nan,nan,nan,False
BSD019,p152,sub-BSD019/sub-BSD019_ses-p152.nwb,bd7d582ef7df6d443111b2c5f30254159af37dbf2fcbb1718f3853160ee58625,substantive,,974,973,973,549,184,2.092011212039351,1.9723043775343072,2.207441469941349,0.9594123703175734,True
BSD019,p153,sub-BSD019/sub-BSD019_ses-p153.nwb,ec055e28cc560d2a952c367bf401ccdae2f6bca8bbf200ea770b66cec1386b16,substantive,,744,741,741,456,127,1.848583465116448,1.6897428807729227,2.00391307724254,0.9143873463185523,True
